SITE_CODE,MSMT_DATE,GWE,LATITUDE,LONGITUDE
352083N1189855W001,2021-10-08 15:23:00,283.47,35.2083,-118.986
352083N1190362W001,2021-10-14 11:15:00,140.0,35.2062,-119.039
352083N1190528W001,2021-10-06 15:25:00,124.4,35.2083,-119.053
352086N1192783W001,2021-10-11 12:00:00,70.8,35.2086,-119.278
352088N1192520W001,2021-10-11 12:00:00,100.4,35.2088,-119.252
352102N1189582W001,2021-10-07 22:42:00,293.84,35.2102,-118.958
352125N1191992W001,2021-10-05 15:48:00,52.92,35.2125,-119.199
352128N1191553W001,2021-10-05 15:09:00,73.87,35.2128,-119.155
352139N1189268W001,2021-10-08 15:56:00,282.24,35.2139,-118.927
352200N1192037W001,2021-10-05 15:57:00,74.93,35.22,-119.204
352269N1191923W001,2021-10-14 11:54:00,81.0,35.2254,-119.193
352275N1191545W001,2021-10-04 22:08:00,92.99,35.2275,-119.154
352294N1192865W001,2021-10-11 12:00:00,166.6,35.2294,-119.286
352311N1187790W001,2021-10-15 12:14:00,77.23,35.2309,-118.779
352353N1191548W001,2021-10-04 22:16:00,94.81,35.2353,-119.155
352389N1189485W001,2021-10-13 13:43:00,107.0,35.2354,-118.946
352410N1190280W001,2021-10-14 14:00:00,153.0,35.2414,-119.03
352411N1191545W001,2021-10-04 22:23:00,88.81,35.2411,-119.154
352452N1188243W001,2021-10-15 12:12:00,44.31,35.2453,-118.823
352453N1192087W001,2021-10-04 23:26:00,93.98,35.2453,-119.209
352456N1191195W001,2021-10-04 21:36:00,106.18,35.2456,-119.12
352510N1191160W001,2021-10-13 14:30:00,104.0,35.2525,-119.116
352514N1189503W001,2021-10-08 17:32:00,78.64,35.2514,-118.95
352605N1188932W001,2021-10-14 12:11:00,60.4,35.2609,-118.892
352662N1190015W001,2021-10-05 09:15:00,133.0,35.2662,-119.001
352673N1192138W001,2021-11-05 00:00:00,148.7,35.2674,-119.214
352673N1192138W001,2021-10-05 00:00:00,141.2,35.2674,-119.214
352673N1192138W001,2021-09-02 00:00:00,140.6,35.2674,-119.214
352673N1192138W002,2021-11-05 00:00:00,143.7,35.2674,-119.214
352673N1192138W002,2021-10-05 00:00:00,135.9,35.2674,-119.214
352673N1192138W002,2021-09-02 00:00:00,132.2,35.2674,-119.214
352674N1192138W001,2021-11-05 00:00:00,144.3,35.2674,-119.214
352674N1192138W001,2021-10-05 00:00:00,144.6,35.2674,-119.214
352674N1192138W001,2021-09-02 00:00:00,145.4,35.2674,-119.214
352814N1191302W001,2021-10-04 20:27:00,132.08,35.2814,-119.13
352814N1191657W001,2021-10-04 19:05:00,148.5,35.2814,-119.166
352816N1191552W001,2021-10-04 19:20:00,215.8,35.2816,-119.155
352889N1191517W001,2021-10-04 18:40:00,142.21,35.2889,-119.152
352889N1191814W001,2021-11-05 00:00:00,157.6,35.2889,-119.181
352889N1191814W001,2021-10-05 00:00:00,158.9,35.2889,-119.181
352889N1191814W002,2021-11-05 00:00:00,164.9,35.2889,-119.181
352889N1191814W002,2021-10-05 00:00:00,165.8,35.2889,-119.181
352889N1191814W003,2021-11-05 00:00:00,135.7,35.2889,-119.181
352889N1191814W003,2021-10-05 00:00:00,131.4,35.2889,-119.181
352895N1193032W001,2021-10-20 08:52:00,166.6,35.2895,-119.303
352895N1193032W002,2021-10-20 08:49:00,101.72,35.2895,-119.303
352895N1193032W003,2021-10-20 08:39:00,24.33,35.2895,-119.303
352924N1189911W001,2021-10-13 12:14:00,118.0,35.2924,-118.991
352953N1191285W001,2021-10-05 11:48:00,139.0,35.2953,-119.128
352958N1188807W001,2021-10-14 12:08:00,72.07,35.2961,-118.88
352958N1193011W001,2021-10-20 08:57:00,165.15,35.2957,-119.301
352964N1191741W003,2021-10-05 13:29:00,123.7,35.2964,-119.173
352967N1192895W001,2021-10-20 09:10:00,178.76,35.2967,-119.289
352967N1192895W002,2021-10-20 09:08:00,77.94,35.2967,-119.289
352967N1192895W003,2021-10-20 09:05:00,-10.06,35.2967,-119.289
353005N1192761W001,2021-10-20 09:29:00,150.93,35.3005,-119.276
353005N1192761W002,2021-10-20 09:26:00,101.36,35.3005,-119.276
353005N1192761W003,2021-10-20 09:23:00,40.38,35.3005,-119.276
353020N1193011W001,2021-10-20 10:09:00,176.48,35.3019,-119.301
353020N1193011W002,2021-10-20 10:07:00,122.57,35.3019,-119.301
353020N1193011W003,2021-10-20 10:05:00,122.8,35.3019,-119.301
353028N1192780W001,2021-10-20 09:55:00,91.555,35.3028,-119.278
353037N1192699W001,2021-10-20 09:47:00,122.08,35.3037,-119.27
353037N1192699W002,2021-10-20 09:42:00,91.96,35.3037,-119.27
353037N1192699W003,2021-10-20 09:44:00,42.29,35.3037,-119.27
353072N1188037W001,2021-10-14 12:09:00,580.04,35.3073,-118.803
353123N1191805W001,2021-11-05 09:58:00,57.95,35.3123,-119.181
353123N1191805W001,2021-10-01 09:48:00,49.75,35.3123,-119.181
353123N1191805W001,2021-09-01 15:06:00,52.35,35.3123,-119.181
353169N1175096W001,2021-09-08 08:38:09,2508.22,35.3172,-117.509
353187N1193747W001,2021-10-06 09:00:00,115.66,35.3185,-119.375
353247N1191870W001,2021-10-07 08:30:00,51.5,35.3247,-119.187
353250N1191739W001,2021-11-05 09:29:00,19.78,35.325,-119.174
353250N1191739W001,2021-10-01 10:19:00,9.98,35.325,-119.174
353250N1191739W001,2021-09-01 14:47:00,11.08,35.325,-119.174
353269N1188418W001,2021-10-14 12:07:00,357.63,35.3257,-118.842
353286N1190221W001,2021-10-06 11:10:00,145.0,35.3286,-119.022
353325N1190016W001,2021-10-08 10:08:00,141.0,35.3325,-119.002
353328N1189409W001,2021-10-13 11:49:00,116.0,35.3342,-118.943
353342N1193700W004,2021-10-20 08:08:00,131.25,35.3342,-119.37
353342N1193700W006,2021-10-20 08:01:00,104.24,35.3342,-119.37
353342N1193700W007,2021-10-20 07:59:00,82.89,35.3342,-119.37
353434N1191816W001,2021-11-05 08:44:00,125.5,35.3434,-119.182
353434N1191816W001,2021-09-29 07:57:00,130.1,35.3434,-119.182
353434N1191816W001,2021-09-01 11:23:00,135.5,35.3434,-119.182
353434N1191816W002,2021-11-05 08:38:00,-29.2,35.3434,-119.182
353434N1191816W002,2021-10-08 15:20:00,-22.0,35.3434,-119.182
353434N1191816W002,2021-09-29 07:57:00,-36.5,35.3434,-119.182
353434N1191816W002,2021-09-01 11:38:00,-38.4,35.3434,-119.182
353464N1193684W004,2021-10-20 07:31:00,124.72,35.3464,-119.368
353464N1193684W006,2021-10-20 07:35:00,87.95,35.3464,-119.368
353464N1193684W007,2021-10-20 07:37:00,69.52,35.3464,-119.368
353512N1189673W001,2021-10-04 11:23:00,111.2,35.3513,-118.966
353536N1190539W001,2021-10-06 10:50:00,168.0,35.3536,-119.054
353536N1194341W001,2021-10-06 09:00:00,117.41,35.3536,-119.434
353539N1191118W001,2021-10-05 11:43:00,161.1,35.3537,-119.11
353543N1191966W001,2021-10-11 08:32:00,48.4,35.3543,-119.197
353543N1191966W001,2021-09-10 13:34:00,49.5,35.3543,-119.197
353564N1193412W001,2021-11-01 00:00:00,75.4,35.3564,-119.341
353564N1193412W001,2021-10-01 00:00:00,69.4,35.3564,-119.341
353577N1188771W001,2021-10-14 12:05:00,307.38,35.3563,-118.875
353618N1189334W001,2021-10-12 16:00:00,157.0,35.3618,-118.933
353618N1192169W001,2021-11-01 00:00:00,86.8,35.3617,-119.217
353618N1192169W001,2021-10-01 00:00:00,85.7,35.3617,-119.217
353618N1192169W002,2021-11-01 00:00:00,42.5,35.3617,-119.217
353618N1192169W002,2021-10-01 00:00:00,26.6,35.3617,-119.217
353619N1193099W001,2021-11-01 00:00:00,86.5,35.3626,-119.308
353619N1193099W001,2021-10-01 00:00:00,90.0,35.3626,-119.308
353620N1191457W001,2021-11-01 00:00:00,125.3,35.3659,-119.147
353620N1191457W001,2021-10-01 00:00:00,125.6,35.3659,-119.147
353620N1191457W002,2021-10-01 00:00:00,132.0,35.3659,-119.147
353634N1191766W001,2021-11-01 00:00:00,129.7,35.3634,-119.177
353634N1191766W001,2021-10-01 00:00:00,129.2,35.3634,-119.177
353663N1193859W001,2021-11-01 00:00:00,58.2,35.3663,-119.386
353663N1193859W001,2021-10-01 00:00:00,57.2,35.3663,-119.386
353681N1190101W001,2021-10-06 10:20:00,179.0,35.3681,-119.01
353693N1192870W001,2021-11-01 00:00:00,53.8,35.3693,-119.286
353693N1192870W001,2021-10-01 00:00:00,52.0,35.3693,-119.286
353699N1192856W002,2021-11-01 00:00:00,88.9,35.3693,-119.286
353699N1192856W002,2021-10-01 00:00:00,92.0,35.3693,-119.286
353760N1192498W001,2021-11-01 00:00:00,2.0,35.3744,-119.252
353760N1192498W001,2021-10-01 00:00:00,-4.0,35.3744,-119.252
353760N1192498W002,2021-11-01 00:00:00,105.7,35.3744,-119.252
353760N1192498W002,2021-10-01 00:00:00,109.7,35.3744,-119.252
353800N1192876W001,2021-10-06 19:36:00,80.93,35.38,-119.288
353824N1192035W001,2021-11-01 00:00:00,115.6,35.3824,-119.204
353824N1192035W001,2021-10-01 00:00:00,111.6,35.3824,-119.204
353839N1193503W001,2021-10-06 19:59:00,42.67,35.3839,-119.35
353844N1181509W001,2021-10-28 00:00:00,2692.5,35.6456,-118.252
353872N1192387W001,2021-10-06 18:29:00,79.71,35.3872,-119.239
353890N1191471W001,2021-11-01 00:00:00,167.4,35.3907,-119.147
353890N1191471W001,2021-10-01 00:00:00,166.0,35.3907,-119.147
353894N1185331W001,2021-10-28 00:00:00,3302.03,35.3894,-118.533
353898N1190087W001,2021-10-06 08:45:00,229.0,35.3898,-119.009
353905N1194480W001,2021-10-06 09:00:00,136.8,35.3906,-119.448
353907N1189752W001,2021-10-06 10:00:00,373.0,35.3907,-118.975
353915N1193454W001,2021-11-01 00:00:00,38.0,35.3915,-119.345
353915N1193454W001,2021-10-01 00:00:00,37.6,35.3915,-119.345
353919N1193510W001,2021-10-06 20:05:00,38.68,35.3919,-119.351
353941N1191043W001,2021-10-06 12:15:00,155.0,35.3941,-119.104
353944N1192387W001,2021-10-06 18:23:00,69.71,35.3944,-119.239
353972N1185117W001,2021-10-28 00:00:00,3503.57,35.3972,-118.512
353986N1193948W001,2021-11-01 00:00:00,20.0,35.3986,-119.395
353986N1193948W001,2021-10-01 00:00:00,20.8,35.3986,-119.395
353997N1191901W001,2021-10-06 17:21:00,98.82,35.3997,-119.19
354021N1195011W001,2021-10-06 09:00:00,159.5,35.4021,-119.501
354022N1184917W001,2021-10-28 00:00:00,3464.4,35.4022,-118.492
354047N1191995W001,2021-10-06 17:26:00,85.72,35.4047,-119.2
354048N1190102W001,2021-10-06 14:38:00,338.8,35.4048,-119.009
354050N1184859W001,2021-10-28 00:00:00,3420.42,35.405,-118.486
354059N1181259W001,2021-10-28 00:00:00,2723.0,35.6831,-118.216
354090N1193318W001,2021-11-01 00:00:00,27.5,35.4081,-119.331
354090N1193318W001,2021-10-01 00:00:00,26.7,35.4081,-119.331
354121N1192623W001,2021-11-01 00:00:00,43.0,35.4121,-119.262
354121N1192623W001,2021-10-01 00:00:00,43.0,35.4121,-119.262
354128N1193409W001,2021-10-06 20:18:00,22.69,35.4128,-119.341
354131N1193590W001,2021-10-06 20:25:00,18.67,35.4131,-119.359
354139N1191743W001,2021-10-06 17:07:00,102.62,35.4139,-119.174
354161N1191937W001,2021-10-06 17:43:00,74.92,35.4161,-119.194
354172N1192190W001,2021-10-06 18:00:00,67.43,35.4172,-119.219
354189N1194216W001,2021-09-27 11:07:00,-8.75,35.4189,-119.422
354189N1194216W002,2021-09-27 00:00:00,-79.0,35.4189,-119.422
354197N1192544W001,2021-11-01 00:00:00,48.8,35.4197,-119.254
354197N1192544W001,2021-10-01 00:00:00,44.5,35.4197,-119.254
354199N1190931W001,2021-10-19 13:40:00,254.5,35.422,-119.091
354200N1185326W001,2021-10-28 00:00:00,3410.91,35.42,-118.533
354203N1193942W001,2021-10-06 21:51:00,-16.35,35.4203,-119.394
354206N1191817W001,2021-10-13 10:00:00,26.6,35.4209,-119.182
354206N1193092W001,2021-10-06 21:22:00,13.72,35.4206,-119.309
354208N1194038W001,2021-10-06 21:58:00,-6.35,35.4208,-119.404
354226N1190748W001,2021-10-06 09:40:00,226.0,35.4226,-119.075
354258N1185398W001,2021-10-28 00:00:00,3364.13,35.4258,-118.54
354272N1191998W001,2021-10-06 16:56:00,72.72,35.4272,-119.2
354281N1185195W001,2021-10-29 00:00:00,3404.85,35.4281,-118.519
354309N1192859W001,2021-11-01 00:00:00,12.8,35.4309,-119.286
354309N1192859W001,2021-10-01 00:00:00,15.7,35.4309,-119.286
354310N1188411W002,2021-09-24 08:17:00,314.4,35.431,-118.841
354322N1185303W001,2021-10-29 00:00:00,3426.16,35.4322,-118.53
354342N1191631W001,2021-10-06 16:15:00,86.92,35.4342,-119.163
354344N1191776W001,2021-10-06 16:27:00,37.72,35.4344,-119.178
354344N1193584W001,2021-10-06 20:35:00,-3.33,35.4344,-119.358
354350N1193586W001,2021-11-01 00:00:00,-36.5,35.4349,-119.358
354350N1193586W001,2021-10-01 00:00:00,-37.0,35.4349,-119.358
354383N1193315W001,2021-10-06 21:07:00,0.69,35.4383,-119.332
354386N1188035W002,2021-09-24 10:30:00,643.51,35.4386,-118.803
354411N1191723W001,2021-10-06 16:23:00,87.72,35.4411,-119.172
354417N1193584W001,2021-10-06 20:42:00,-8.33,35.4417,-119.358
354419N1192099W001,2021-10-06 16:43:00,61.12,35.4419,-119.21
354424N1191332W001,2021-10-25 08:16:00,69.66,35.4424,-119.133
354494N1192096W001,2021-10-05 16:51:00,58.22,35.4494,-119.21
354494N1193182W001,2021-11-03 09:22:00,3.69,35.4489,-119.315
354527N1195347W001,2021-10-06 09:00:00,177.7,35.4526,-119.535
354532N1182521W001,2021-10-29 00:00:00,2583.5,35.7589,-118.422
354561N1193595W001,2021-11-03 08:14:00,-9.7,35.4561,-119.359
354641N1192382W001,2021-10-05 17:09:00,28.71,35.4641,-119.238
354705N1192792W001,2021-10-05 10:01:00,4.25,35.4705,-119.279
354779N1193145W001,2021-11-02 10:23:00,-22.0,35.4779,-119.314
354786N1192080W001,2021-10-05 16:36:00,46.71,35.4786,-119.208
354854N1195648W001,2021-10-06 09:00:00,202.8,35.4853,-119.565
354922N1192151W001,2021-10-05 17:26:00,28.7,35.4922,-119.215
354936N1179209W001,2021-10-19 12:00:00,2820.2,35.4936,-117.921
354943N1192593W001,2021-10-04 09:53:00,-5.2,35.4943,-119.259
354993N1179284W001,2021-10-19 12:00:00,2815.3,35.4993,-117.928
354994N1192355W001,2021-10-05 17:41:00,8.4,35.4994,-119.236
355010N1192067W001,2021-10-27 09:02:00,17.26,35.501,-119.207
355020N1192748W001,2021-10-04 11:15:00,-13.83,35.50199999999999,-119.275
355044N1191502W001,2021-10-19 00:00:00,-52.0,35.5063,-119.148
355080N1192777W001,2021-10-04 11:10:00,2.3,35.508,-119.278
355137N1195985W001,2021-10-06 09:00:00,210.81,35.5137,-119.598
355138N1191348W001,2021-10-19 14:48:00,-55.0,35.5138,-119.135
355152N1193602W001,2021-10-07 15:46:00,-51.98,35.5152,-119.36
355205N1195821W001,2021-09-28 11:28:00,12.2,35.5205,-119.582
355217N1194927W001,2021-10-06 22:22:00,-40.51,35.5217,-119.493
355219N1193943W001,2021-09-28 11:30:00,-73.5,35.5219,-119.394
355219N1193943W002,2021-09-28 00:00:00,-67.5,35.5219,-119.394
355262N1205215W001,2021-10-06 00:00:00,1018.23,35.5262,-120.522
355274N1191100W001,2021-11-10 00:00:00,-81.0,35.5277,-119.109
355328N1194818W001,2021-10-06 22:31:00,-82.8,35.5328,-119.482
355364N1192330W001,2021-10-26 08:04:00,-36.02,35.5364,-119.233
355406N1193767W001,2021-10-07 16:11:00,-69.9,35.5406,-119.377
355423N1195825W001,2021-10-01 00:00:00,8.8,35.5423,-119.583
355436N1192156W001,2021-10-05 18:05:00,-46.9,35.5436,-119.216
355436N1194212W001,2021-10-07 16:38:00,-81.44,35.5436,-119.421
355439N1191781W001,2021-11-10 00:00:00,-45.0,35.5432,-119.179
355488N1206100W001,2021-10-06 00:00:00,742.49,35.5488,-120.61
355505N1196368W001,2021-11-12 14:00:00,38.2,35.5505,-119.637
355506N1195271W001,2021-09-28 11:28:00,-71.5,35.5506,-119.527
355535N1206154W001,2021-10-06 00:00:00,710.0,35.5535,-120.615
355539N1178813W001,2021-10-19 12:00:00,2678.79,35.5539,-117.881
355547N1177925W001,2021-10-19 12:00:00,2532.4,35.5547,-117.793
355586N1193545W001,2021-10-07 16:26:00,107.11,35.5586,-119.355
355658N1191956W001,2021-10-05 18:20:00,-71.3,35.5658,-119.196
355687N1195623W001,2021-09-28 11:27:00,-22.7,35.5687,-119.562
355696N1178629W001,2021-10-19 12:00:00,2668.26,35.5696,-117.863
355696N1178629W002,2021-10-19 12:00:00,2670.78,35.5696,-117.863
355697N1191906W001,2021-10-29 22:19:00,-87.3,35.5697,-119.191
355699N1178959W001,2021-10-19 12:00:00,2749.87,35.5699,-117.896
355706N1190911W001,2021-11-09 12:00:00,284.06,35.5705,-119.091
355716N1195808W001,2021-10-06 09:00:00,161.82,35.5716,-119.581
355725N1193941W001,2021-09-27 00:00:00,-112.9,35.5725,-119.394
355725N1194384W001,2021-10-05 21:52:00,-134.47,35.5725,-119.438
355732N1206404W001,2021-11-02 00:00:00,698.18,35.5732,-120.64
355733N1193942W001,2021-10-05 22:04:00,-84.43,35.5733,-119.394
355740N1178297W001,2021-10-19 12:00:00,2435.39,35.574,-117.83
355764N1192818W001,2021-11-02 10:52:00,-51.67,35.5764,-119.282
355797N1194384W001,2021-10-05 21:48:00,-109.47,35.5797,-119.438
355800N1191165W001,2021-10-12 17:24:00,7.27,35.58,-119.117
355820N1178662W001,2021-10-19 12:00:00,2577.39,35.5819,-117.866
355831N1194209W001,2021-10-05 21:35:00,-105.45,35.5831,-119.421
355867N1204288W001,2021-09-30 00:00:00,1012.73,35.5867,-120.429
355869N1194384W001,2021-10-05 21:22:00,-111.47,35.5869,-119.438
355874N1193523W001,2021-10-29 12:47:00,-63.5,35.5874,-119.352
355878N1192269W001,2021-10-26 08:27:00,-55.74,35.5878,-119.227
355891N1193417W001,2021-10-29 09:45:00,-110.5,35.5891,-119.342
355935N1190787W001,2021-11-09 12:00:00,97.83,35.5934,-119.079
355936N1178925W001,2021-10-19 12:00:00,2696.42,35.5936,-117.892
355936N1178926W001,2021-10-19 12:00:00,2687.2,35.5936,-117.893
355937N1178307W001,2021-10-19 12:00:00,2426.51,35.5937,-117.831
355937N1179030W001,2021-10-19 12:00:00,2700.04,35.5937,-117.903
355939N1178037W001,2021-10-19 12:00:00,2143.86,35.5939,-117.804
355944N1195814W001,2021-09-28 11:23:00,191.0,35.5944,-119.581
355954N1191160W001,2021-10-27 00:00:00,46.0,35.5952,-119.116
355963N1178159W001,2021-10-19 12:00:00,2148.2,35.5963,-117.816
356002N1178124W001,2021-10-19 12:00:00,2149.5,35.6005,-117.809
356011N1194560W001,2021-10-05 21:13:00,126.52,35.6011,-119.456
356013N1192023W001,2021-10-11 08:47:00,-72.0,35.6013,-119.202
356014N1196176W001,2021-10-06 09:00:00,190.78,35.6013,-119.618
356023N1191690W001,2021-10-11 00:00:00,55.0,35.6023,-119.169
356023N1191691W001,2021-10-18 00:00:00,70.0,35.4628,-119.075
356025N1192413W001,2021-10-05 19:27:00,252.07,35.6025,-119.241
356025N1192413W002,2021-10-05 19:35:00,247.37,35.6025,-119.241
356047N1194292W001,2021-10-05 21:02:00,-97.46,35.6047,-119.429
356066N1178741W001,2021-10-19 12:00:00,2515.5,35.6066,-117.874
356067N1190887W001,2021-10-11 17:41:00,66.81,35.6067,-119.089
356072N1177993W001,2021-10-19 12:00:00,2141.9,35.6072,-117.798
356072N1192603W001,2021-10-05 19:45:00,-44.35,35.6072,-119.26
356073N1177549W001,2021-10-19 12:00:00,2150.26,35.6073,-117.755
356073N1177549W002,2021-10-19 12:00:00,2143.42,35.6073,-117.755
356073N1177549W003,2021-10-19 12:00:00,2167.21,35.6073,-117.755
356097N1191192W001,2021-10-12 17:02:00,65.77,35.6097,-119.119
356101N1190978W001,2021-10-11 11:30:00,78.0,35.6101,-119.098
356144N1176260W001,2021-10-19 12:00:00,2159.61,35.6147,-117.625
356157N1193397W001,2021-10-29 10:09:00,-79.1,35.6157,-119.34
356163N1177181W001,2021-10-22 12:00:00,2120.63,35.6163,-117.718
356197N1191334W001,2021-10-11 18:23:00,13.75,35.6197,-119.133
356220N1190790W001,2021-11-09 12:00:00,136.8,35.622,-119.078
356228N1178576W001,2021-10-19 12:00:00,2373.99,35.6228,-117.858
356228N1178576W002,2021-10-19 12:00:00,2382.63,35.6228,-117.858
356228N1178576W003,2021-10-19 12:00:00,2374.78,35.6228,-117.858
356230N1176424W001,2021-10-20 12:00:00,2158.61,35.6227,-117.643
356232N1192245W001,2021-10-25 10:47:00,-3.68,35.6232,-119.224
356303N1203861W001,2021-10-04 00:00:00,979.53,35.6303,-120.386
356305N1193711W001,2021-09-30 00:00:00,-175.6,35.6305,-119.371
356305N1193712W001,2021-09-30 00:00:00,-134.3,35.6305,-119.371
356305N1194021W001,2021-09-28 11:30:00,-146.0,35.6305,-119.402
356305N1194021W002,2021-09-27 00:00:00,-108.5,35.6305,-119.402
356307N1191912W001,2021-10-18 10:20:00,34.8,35.6307,-119.191
356308N1193845W001,2021-10-07 18:53:00,-137.22,35.6308,-119.385
356308N1194203W001,2021-10-07 17:08:00,-163.45,35.6308,-119.42
356310N1203764W001,2021-11-12 00:00:00,969.06,35.631,-120.376
356314N1191659W001,2021-10-11 18:50:00,4.71,35.6314,-119.166
356319N1176385W001,2021-10-20 12:00:00,2162.03,35.6319,-117.639
356319N1176385W002,2021-10-20 12:00:00,2153.61,35.6319,-117.639
356338N1203932W001,2021-11-12 00:00:00,958.96,35.6338,-120.393
356366N1177768W001,2021-10-19 12:00:00,2400.49,35.6366,-117.777
356371N1178640W001,2021-10-19 12:00:00,2238.13,35.6371,-117.864
356380N1193124W001,2021-10-26 09:42:00,-83.74,35.63800000000001,-119.312
356388N1176270W001,2021-10-20 12:00:00,-88.85,35.6388,-117.627
356406N1191787W001,2021-10-29 22:19:00,30.7,35.6406,-119.179
356421N1190690W001,2021-11-09 12:00:00,-30.71,35.6677,-119.068
356453N1193756W001,2021-10-07 18:33:00,-122.42,35.6453,-119.376
356453N1194201W001,2021-10-07 17:21:00,-153.45,35.6453,-119.42
356464N1191692W001,2021-10-11 18:57:00,69.71,35.6464,-119.169
356469N1191175W001,2021-10-22 00:00:00,-17.0,35.6459,-119.117
356469N1193202W001,2021-10-07 21:00:00,-47.88,35.6469,-119.32
356475N1176449W001,2021-10-20 12:00:00,2173.65,35.6475,-117.645
356478N1183637W001,2021-10-28 00:00:00,2584.08,35.6478,-118.364
356485N1177749W002,2021-10-19 12:00:00,2154.3,35.6486,-117.776
356485N1177749W003,2021-10-19 12:00:00,2134.87,35.6486,-117.776
356485N1177749W004,2021-10-19 12:00:00,2137.68,35.6486,-117.776
356491N1176676W001,2021-10-20 12:00:00,2221.08,35.6494,-117.668
356505N1176676W001,2021-10-20 12:00:00,2196.21,35.6505,-117.667
356516N1193221W001,2021-10-07 20:53:00,-60.88,35.6516,-119.322
356522N1176629W001,2021-10-20 12:00:00,2201.43,35.6519,-117.663
356525N1193753W001,2021-10-07 18:26:00,-105.42,35.6525,-119.375
356531N1191656W001,2021-10-28 10:40:00,6.0,35.6531,-119.166
356532N1206905W001,2021-10-13 00:00:00,658.96,35.6532,-120.691
356533N1176646W001,2021-10-20 12:00:00,2144.59,35.6536,-117.665
356533N1176646W002,2021-10-20 12:00:00,2204.86,35.6536,-117.665
356536N1176701W001,2021-10-20 12:00:00,2172.79,35.6542,-117.669
356538N1192602W001,2021-10-08 16:47:00,54.04,35.6538,-119.26
356541N1177215W001,2021-10-19 12:00:00,2131.03,35.6541,-117.721
356552N1204043W001,2021-10-05 00:00:00,934.63,35.6552,-120.404
356566N1176792W001,2021-10-20 12:00:00,2165.63,35.6566,-117.679
356568N1203791W001,2021-10-12 00:00:00,949.69,35.6568,-120.379
356568N1203804W001,2021-10-05 00:00:00,943.17,35.6568,-120.38
356586N1177015W001,2021-10-19 12:00:00,2150.87,35.6586,-117.701
356597N1194026W001,2021-10-07 18:00:00,192.28,35.6597,-119.403
356597N1194290W001,2021-10-07 17:34:00,-147.45,35.6597,-119.429
356605N1192777W001,2021-10-08 17:03:00,22.54,35.6605,-119.278
356610N1205862W001,2021-10-12 00:00:00,567.92,35.661,-120.586
356613N1176663W001,2021-10-18 12:00:00,2153.55,35.6613,-117.666
356614N1176668W001,2021-10-18 12:00:00,2143.34,35.6614,-117.667
356616N1176540W001,2021-10-20 12:00:00,2194.72,35.6619,-117.654
356616N1176540W002,2021-10-20 12:00:00,2195.03,35.6619,-117.654
356616N1176540W003,2021-10-20 12:00:00,2194.24,35.6619,-117.654
356619N1183237W001,2021-10-28 00:00:00,2608.11,35.6619,-118.324
356625N1193483W001,2021-10-01 00:00:00,-130.2,35.6625,-119.348
356625N1193483W002,2021-10-01 00:00:00,13.5,35.6625,-119.348
356625N1193958W001,2021-09-28 00:00:00,-193.5,35.6625,-119.396
356625N1193959W002,2021-09-28 00:00:00,182.8,35.6625,-119.396
356625N1193959W003,2021-09-28 00:00:00,179.0,35.6625,-119.396
356628N1193753W001,2021-10-07 18:13:00,155.1,35.6628,-119.375
356651N1194080W001,2021-09-28 00:00:00,94.0,35.6651,-119.408
356651N1194081W002,2021-09-28 00:00:00,197.0,35.6651,-119.408
356651N1206478W001,2021-11-02 00:00:00,461.51,35.6651,-120.648
356652N1194081W001,2021-09-28 00:00:00,-178.5,35.6652,-119.408
356657N1178760W001,2021-10-19 12:00:00,2789.75,35.6657,-117.876
356661N1177237W002,2021-10-19 12:00:00,2167.01,35.6666,-117.724
356663N1177237W002,2021-10-19 12:00:00,2122.39,35.6666,-117.724
356665N1176968W001,2021-10-19 12:00:00,2132.12,35.6664,-117.697
356668N1193841W001,2021-09-29 00:00:00,-167.1,35.6668,-119.384
356668N1193841W002,2021-09-29 10:26:00,-118.1,35.6668,-119.384
356669N1177057W001,2021-10-19 12:00:00,2151.93,35.6669,-117.706
356672N1176701W001,2021-10-19 12:00:00,2186.71,35.6672,-117.67
356675N1192402W001,2021-10-29 12:19:00,-33.3,35.6675,-119.24
356675N1193584W001,2021-10-29 22:19:00,152.1,35.6675,-119.358
356675N1196724W001,2021-11-12 13:15:00,223.02,35.6675,-119.672
356677N1177598W001,2021-10-19 12:00:00,2143.62,35.6677,-117.76
356688N1194045W002,2021-09-28 00:00:00,197.0,35.6688,-119.405
356688N1194045W003,2021-09-28 00:00:00,107.4,35.6688,-119.405
356688N1194046W001,2021-09-28 00:00:00,-181.7,35.6688,-119.405
356697N1176685W001,2021-10-19 12:00:00,2185.23,35.6688,-117.669
356700N1206416W001,2021-11-02 00:00:00,503.5,35.67,-120.642
356700N1206469W001,2021-11-02 00:00:00,487.6,35.67,-120.647
356708N1191067W001,2021-10-11 20:53:00,32.77,35.6708,-119.107
356722N1176468W001,2021-10-20 12:00:00,2185.39,35.6719,-117.647
356736N1194735W001,2021-09-28 10:59:00,-105.67,35.6737,-119.473
356747N1194112W001,2021-10-07 17:48:00,-125.43,35.6747,-119.411
356752N1193043W001,2021-10-07 21:31:00,-36.78,35.6752,-119.304
356755N1177585W001,2021-10-19 12:00:00,2165.47,35.6744,-117.758
356756N1193953W001,2021-09-28 00:00:00,216.5,35.6756,-119.395
356756N1193953W002,2021-09-28 00:00:00,176.0,35.6756,-119.395
356756N1193953W003,2021-09-28 00:00:00,95.0,35.6756,-119.395
